form	lemma_def	pos	type	feats	src_mot
affole	affoler	VERcjg	conjugue	_	
affolez	affoler	VERppe	participe passe	_	
affolle	affoler	VERcjg	conjugue	_	
affollee	affoler	VERppe	participe passe	_	
affoller	affoler	VERinf	infinitif	_	
affollez	affoler	VERcjg	conjugue	_	
affondre	affondrer	VERcjg	conjugue	_	
affoulast	affoler	VERcjg	conjugue	_	
affranchi	affranchir	VERcjg	conjugue	_	
affranchir	affranchir	VERinf	infinitif	_	
affrenée	afreiner	VERppe	participe passe	_	
affublee	affubler	VERppe	participe passe	_	
affublerent	affubler	VERcjg	conjugue	_	
affublés	affubler	VERppe	participe passe	_	
affuerre	affourrer	VERinf	infinitif	_	
affuerre	afférir	VERinf	infinitif	_	
affusté	affûter	VERppe	participe passe	_	
affustés	affûter	VERppe	participe passe	_	
affuy	affuir	VERppe	participe passe	_	
affy	affier	VERcjg	conjugue	_	
affye	affier	VERppe	participe passe	_	
affyer	affier	VERinf	infinitif	_	
afiebliseit	affaiblir	VERcjg	conjugue	VerbForm=Fin	
afiebliseit	affaiblir	VERcjg	conjugue	_	
afiés	affier	VERcjg	conjugue	_	
afilet	affiler	VERcjg	conjugue	_	
afinéz	affiner	VERppe	participe passe	_	
afoibliz	affaiblir	VERppe	participe passe	_	
afolee	affoler	VERppe	participe passe	VerbForm=Part|Tense=Past	
afolés	affoler	VERppe	participe passe	_	
afolet	affoler	VERcjg	conjugue	_	
aforkent	affourcher	VERcjg	conjugue	VerbForm=Fin	
afost	affoler	VERcjg	conjugue	VerbForm=Fin	
afranchisez	affranchir	VERppe	participe passe	_	
afreinne	afreiner	VERcjg	conjugue	VerbForm=Fin	
afublád	affubler	VERppe	participe passe	_	
afuioient	affuir	VERcjg	conjugue	_	
afulés	affubler	VERppe	participe passe	VerbForm=Part|Tense=Past	
ag	aimer	VERcjg	conjugue	_	
ag	haïr	VERcjg	conjugue	_	
agapion	échapper	VERcjg	conjugue	_	
agelongnay	agenouiller	VERcjg	conjugue	_	
agenoillot	agenouiller	VERcjg	conjugue	_	
agenoiz	agener	VERcjg	conjugue	_	
agenoiz	assener	VERcjg	conjugue	_	
agenoulla	agenouiller	VERcjg	conjugue	_	
agenoullia	agenouiller	VERcjg	conjugue	_	
agenoullierent	agenouiller	VERcjg	conjugue	_	
agenoulloient	agenouiller	VERcjg	conjugue	_	
agenoulloit	agenouiller	VERcjg	conjugue	_	
agenuilla	agenouiller	VERcjg	conjugue	VerbForm=Fin	
agenuille	agenouiller	VERcjg	conjugue	_	
agesante	agésir	VERcjg	conjugue	_	
aggravanté	acravanter	VERppe	participe passe	_	
aggravee	aggraver	VERppe	participe passe	_	
aggravez	aggraver	VERcjg	conjugue	_	
agít	agir	VERcjg	conjugue	_	
agrainne	agrainer	VERcjg	conjugue	_	
agravented	acravanter	VERcjg	conjugue	_	
agravét	aggraver	VERppe	participe passe	_	
agravét	aggraver	VERppe	participe passe	VerbForm=Part|Tense=Past	
agreerez	agréer	VERcjg	conjugue	_	
agreget	agréger	VERcjg	conjugue	VerbForm=Fin	
agrerés	agréer	VERcjg	conjugue	_	
aguaita	aguetter	VERcjg	conjugue	VerbForm=Fin	
agueite	aguetter	VERcjg	conjugue	VerbForm=Fin	
agueites	aguetter	VERcjg	conjugue	VerbForm=Fin	
aguiete	aguetter	VERcjg	conjugue	_	
aguiete	acheter	VERcjg	conjugue	_	
aguillonné	aiguillonner	VERppe	participe passe	_	
aguillonner	aiguillonner	VERinf	infinitif	_	
aguisiés	aiguiser	VERppe	participe passe	VerbForm=Part|Tense=Past	
aguisse	agir	VERcjg	conjugue	_	
aguisse	aiguiser	VERcjg	conjugue	_	
aguisse	aviser	VERcjg	conjugue	_	
aguisse	acquérir	VERcjg	conjugue	_	
agunt	âger	VERcjg	conjugue	_	
ahaneir	ahaner	VERinf	infinitif	_	
ahaneir	ahanir	VERinf	infinitif	_	
ahaneires	ahaner	VERcjg	conjugue	_	
aheise	aaiser	VERppe	participe passe	_	
aheise	adeser	VERppe	participe passe	_	
ahenna	ahaner	VERcjg	conjugue	_	
aherdoit	aerdre	VERcjg	conjugue	_	
ahert	aerdre	VERcjg	conjugue	VerbForm=Fin	
ahier	aider	VERinf	infinitif	_	
ahiert	aerdre	VERcjg	conjugue	_	
ahontés	ahonter	VERppe	participe passe	_	
ahucha	hausser	VERcjg	conjugue	_	
ahucha	avoir	VERcjg	conjugue	_	
ahucha	aller	VERcjg	conjugue	_	
aí	avoir	VERcjg	conjugue	_	
aiam	avoir	VERcjg	conjugue	_	
aiam	aider	VERcjg	conjugue	_	
aiam	haïr	VERcjg	conjugue	_	
aiam	ouïr	VERcjg	conjugue	_	
aians	avoir	VERppa	ppa	VerbForm=Part|Tense=Pres	
aianz	avoir	VERppa	ppa	_	
aïcá	aider	VERcjg	conjugue	_	
aidá	aider	VERcjg	conjugue	_	
aidastes	aider	VERcjg	conjugue	_	
aideray	aider	VERcjg	conjugue	_	
aiderent	aider	VERcjg	conjugue	_	
aideretz	aider	VERcjg	conjugue	_	
aideretz	adhérer	VERcjg	conjugue	_	
aídier	aider	VERppe	participe passe	_	
aiens	avoir	VERcjg	conjugue	VerbForm=Fin	
áient	avoir	VERcjg	conjugue	_	
áient	aider	VERcjg	conjugue	_	
áient	asseoir	VERcjg	conjugue	_	
aiés	avoir	VERcjg	conjugue	VerbForm=Fin	
aiet	avoir	VERcjg	conjugue	VerbForm=Fin	
aiéz	avoir	VERcjg	conjugue	VerbForm=Fin	
áïlá	ailer	VERcjg	conjugue	_	
áïlá	aider	VERcjg	conjugue	_	
ailliez	aller	VERcjg	conjugue	VerbForm=Fin	
aillissiéz	aller	VERcjg	conjugue	_	
aillon	aller	VERcjg	conjugue	_	
aimeçons	amecher	VERcjg	conjugue	_	
aimet	aimer	VERcjg	conjugue	VerbForm=Fin	
aimmes	aimer	VERcjg	conjugue	_	
aimt	aimer	VERcjg	conjugue	_	
ainment	aimer	VERcjg	conjugue	VerbForm=Fin	
ainmera	aimer	VERcjg	conjugue	_	
aioint	aider	VERcjg	conjugue	_	
aioint	adjoindre	VERcjg	conjugue	_	
aioint	avoir	VERcjg	conjugue	_	
aioint	haïr	VERcjg	conjugue	_	
aioint	ouïr	VERcjg	conjugue	_	
áire	aïrer	VERcjg	conjugue	_	
aíre	aïrer	VERppe	participe passe	_	
aïre	aïrer	VERcjg	conjugue	VerbForm=Fin	
aïrés	aïrer	VERppe	participe passe	_	
aïréz	aïrer	VERppe	participe passe	_	
áise	aiser	VERcjg	conjugue	_	
áise	avoir	VERcjg	conjugue	_	
áise	être	VERcjg	conjugue	_	
áise	asseoir	VERcjg	conjugue	_	
aisee	aiser	VERppe	participe passe	_	
aisées	aiser	VERppe	participe passe	_	
aisés	aiser	VERppe	participe passe	_	
aisiéd	aiser	VERppe	participe passe	_	
aisiéd	asseoir	VERppe	participe passe	_	
áit	aider	VERcjg	conjugue	_	
áit	avoir	VERcjg	conjugue	_	
áit	ardre	VERcjg	conjugue	_	
áit	asseoir	VERcjg	conjugue	_	
aiud	aider	VERcjg	conjugue	VerbForm=Fin	
aiuet	aider	VERcjg	conjugue	VerbForm=Fin	
aium	avoir	VERcjg	conjugue	_	
aiums	avoir	VERcjg	conjugue	_	
aiums	ouïr	VERcjg	conjugue	_	
aiuns	avoir	VERcjg	conjugue	VerbForm=Fin	
ajoindent	adjoindre	VERcjg	conjugue	_	
ajornés	ajourner	VERppe	participe passe	VerbForm=Part|Tense=Past	
ajournés	ajourner	VERppe	participe passe	_	
ajousta	ajouter	VERcjg	conjugue	_	
ajouste	ajouter	VERppe	participe passe	_	
ajoustent	ajuster	VERcjg	conjugue	_	
ajousterai	ajouter	VERcjg	conjugue	_	
ajousterai	ajuster	VERcjg	conjugue	_	
ajousteront	ajouter	VERcjg	conjugue	_	
ajoustes	ajouter	VERppe	participe passe	_	
ajoute	ajouter	VERcjg	conjugue	_	
ajudent	aider	VERcjg	conjugue	_	
ajudent	oindre	VERcjg	conjugue	_	
ajudent	ajouter	VERcjg	conjugue	_	
ajudent	ajuster	VERcjg	conjugue	_	
ajustad	ajuster	VERcjg	conjugue	_	
ajustaisun	ajouter	VERcjg	conjugue	_	
ajustaisun	ajuster	VERcjg	conjugue	_	
ajusted	ajuster	VERcjg	conjugue	_	
ajusted	ajouter	VERcjg	conjugue	_	
ájusted	ajuster	VERcjg	conjugue	_	
ájusted	ajouter	VERcjg	conjugue	_	
ájuster	ajouter	VERinf	infinitif	_	
ájuster	ajuster	VERinf	infinitif	_	
ajut	agésir	VERcjg	conjugue	_	
ajut	aider	VERcjg	conjugue	_	
akeut	accueillir	VERcjg	conjugue	_	
akieut	accueillir	VERcjg	conjugue	_	
álad	aller	VERcjg	conjugue	_	
alád	aller	VERppe	participe passe	_	
alaisse	alasser	VERcjg	conjugue	_	
alaisse	aller	VERcjg	conjugue	_	
alascet	alasser	VERcjg	conjugue	_	
alascet	aller	VERcjg	conjugue	_	
alascet	alaschier	VERcjg	conjugue	_	
alascet	alaschier	VERcjg	conjugue	VerbForm=Fin	
alascet	allécher	VERcjg	conjugue	_	
alasche	alaschier	VERcjg	conjugue	_	
alasmes	aller	VERcjg	conjugue	_	
alasséd	alasser	VERppe	participe passe	_	
álassez	alasser	VERcjg	conjugue	_	
álassez	aller	VERcjg	conjugue	_	
alastez	aller	VERcjg	conjugue	_	
alastez	allaiter	VERcjg	conjugue	_	
alat	aller	VERcjg	conjugue	VerbForm=Fin	
alay	aller	VERcjg	conjugue	_	
aled	aller	VERppe	participe passe		
aled	aller	VERcjg	conjugue		
aléd	aller	VERppe	participe passe	_	
alegee	alléger	VERppe	participe passe	_	
aleggera	alléger	VERcjg	conjugue	_	
aleggera	alléguer	VERcjg	conjugue	_	
aleguent	alléguer	VERcjg	conjugue	_	
alei	aller	VERppe	participe passe	_	
aleie	aller	VERppe	participe passe	VerbForm=Part|Tense=Past	
aleies	aller	VERcjg	conjugue	_	
aleies	allier	VERcjg	conjugue	_	
aleies	ailer	VERcjg	conjugue	_	
aleies	alléger	VERcjg	conjugue	_	
aleir	aller	VERinf	infinitif	VerbForm=Inf	
aleit	aller	VERppe	participe passe		
aleit	aller	VERcjg	conjugue		
aleitad	allaiter	VERcjg	conjugue	_	
aleitad	aliter	VERcjg	conjugue	_	
aleitat	allaiter	VERcjg	conjugue	_	
aleitat	aliter	VERcjg	conjugue	_	
aleiz	aller	VERppe	participe passe		
alér	aller	VERinf	infinitif	_	
alér	ailer	VERinf	infinitif	_	
alérent	aller	VERcjg	conjugue	_	
alérent	ailer	VERcjg	conjugue	_	
alèrent	aller	VERcjg	conjugue	_	
alérs	aller	VERinf	infinitif	_	
alessunt	aller	VERcjg	conjugue	VerbForm=Fin	
alet	aller	VERppe	participe passe	VerbForm=Part|Tense=Past	
alét	aller	VERppe	participe passe	_	
alét	ailer	VERppe	participe passe	_	
alét	aller	VERppe	participe passe	VerbForm=Part|Tense=Past	
aleteroit	allaiter	VERcjg	conjugue	_	
aleteroit	aliter	VERcjg	conjugue	_	
aleuet	aller	VERcjg	conjugue	VerbForm=Fin	
aleuet	alever	VERcjg	conjugue	_	
aleuet	aller	VERcjg	conjugue	_	
algent	aller	VERcjg	conjugue	VerbForm=Fin	
alges	aller	VERcjg	conjugue	VerbForm=Fin	
alget	aller	VERcjg	conjugue	VerbForm=Fin	
algez	aller	VERcjg	conjugue	VerbForm=Fin	
aliaumes	allier	VERcjg	conjugue	_	
aliaumes	aller	VERcjg	conjugue	_	
aliee	allier	VERppe	participe passe	_	
alieez	aller	VERcjg	conjugue	_	
alieez	allier	VERcjg	conjugue	_	
alienées	aliéner	VERppe	participe passe	VerbForm=Part|Tense=Past	
aliérent	allier	VERcjg	conjugue	_	
aliés	allier	VERcjg	conjugue	_	
alïés	allier	VERppe	participe passe	_	
alïés	aller	VERppe	participe passe	_	
alieve	alever	VERcjg	conjugue	_	
alieve	alevier	VERcjg	conjugue	_	
alíevent	alever	VERcjg	conjugue	_	
aliquem	aller	VERcjg	conjugue	_	
aliquid	allécher	VERcjg	conjugue	_	
alissiés	aller	VERcjg	conjugue	VerbForm=Fin	
alissiez	aller	VERcjg	conjugue	_	
allans	aller	VERppa	ppa	_	
allasmes	aller	VERcjg	conjugue	_	
allassent	aller	VERcjg	conjugue	_	
allast	aller	VERcjg	conjugue	_	
alle	aller	VERcjg	conjugue	_	
allee	aller	VERppe	participe passe	_	
allegee	alléger	VERppe	participe passe	_	
allegier	alléger	VERinf	infinitif	_	
allegier	alléguer	VERinf	infinitif	_	
allegua	alléguer	VERcjg	conjugue	_	
alleguent	alléguer	VERcjg	conjugue	_	
alleguer	alléguer	VERinf	infinitif	_	
alleguié	alléguer	VERppe	participe passe	_	
alleguoyent	alléguer	VERcjg	conjugue	_	
allent	aller	VERcjg	conjugue	_	
aller	aller	VERinf	infinitif	VerbForm=Inf	
allerent	aller	VERcjg	conjugue	VerbForm=Fin	
allèrent	aller	VERcjg	conjugue	_	
alles	aller	VERcjg	conjugue	_	
allez	aller	VERcjg	conjugue	_	
alléz	aller	VERppe	participe passe	_	
allia	allier	VERcjg	conjugue	_	
alliez	aller	VERcjg	conjugue	_	
alliez	allier	VERcjg	conjugue	_	
alliéz	allier	VERppe	participe passe	_	
alligueroit	alléguer	VERcjg	conjugue	_	
alligueroit	alléger	VERcjg	conjugue	_	
allions	aller	VERcjg	conjugue	_	
allions	allier	VERcjg	conjugue	_	
allisse	aller	VERppe	participe passe	_	
alloient	aller	VERcjg	conjugue	_	
alloit	aller	VERcjg	conjugue	_	
allons	aller	VERcjg	conjugue	_	
alloye	aller	VERcjg	conjugue	_	
alloyent	aller	VERcjg	conjugue	_	
alluma	allumer	VERcjg	conjugue	_	
allumé	allumer	VERppe	participe passe	_	
álnes	auner	VERcjg	conjugue	_	
aloent	aller	VERcjg	conjugue	_	
aloent	aller	VERcjg	conjugue	VerbForm=Fin	
aloerent	allouer	VERcjg	conjugue	VerbForm=Fin	
aloerent	aller	VERcjg	conjugue	_	
aloerent	ailer	VERcjg	conjugue	_	
aloerent	élire	VERcjg	conjugue	_	
alöét	allouer	VERppe	participe passe	VerbForm=Part|Tense=Past	
alogez	aloger	VERppe	participe passe	_	
alogez	aloser	VERppe	participe passe	_	
alogierent	aloger	VERcjg	conjugue	_	
álogierent	aloger	VERcjg	conjugue	_	
alogiez	aloger	VERppe	participe passe	_	
aloignast	aloigner	VERcjg	conjugue	_	
aloignast	éloigner	VERcjg	conjugue	_	
aloigniées	aloigner	VERppe	participe passe	_	
aloigniées	éloigner	VERppe	participe passe	_	
aloignoie	aloigner	VERcjg	conjugue	_	
aloingna	aloigner	VERcjg	conjugue	_	
aloingne	aloigner	VERcjg	conjugue	_	
alomes	aller	VERcjg	conjugue	VerbForm=Fin	
aloms	aller	VERcjg	conjugue	_	
aloms	ailer	VERcjg	conjugue	_	
alooient	aller	VERcjg	conjugue	_	
alosee	aloser	VERppe	participe passe	_	
aloseez	aloser	VERppe	participe passe	_	
aloseez	aller	VERppe	participe passe	_	
aloseiz	aloser	VERppe	participe passe	_	
aloséz	aloser	VERppe	participe passe	_	
alouent	aller	VERcjg	conjugue	_	
alout	aller	VERcjg	conjugue	_	
alowé	aloger	VERppe	participe passe	_	
alowé	alober	VERppe	participe passe	_	
aloye	aller	VERcjg	conjugue	_	
alüez	allouer	VERppe	participe passe	VerbForm=Part|Tense=Past	
alumad	allumer	VERcjg	conjugue	_	
alumées	allumer	VERppe	participe passe	_	
alumés	allumer	VERppe	participe passe	VerbForm=Part|Tense=Past	
alumét	allumer	VERppe	participe passe	_	
alüum	aller	VERcjg	conjugue	_	
alyer	allier	VERinf	infinitif	_	
alyés	allier	VERppe	participe passe	_	
amad	aimer	VERcjg	conjugue	_	
amaï	aimer	VERppe	participe passe	_	
amainent	amener	VERcjg	conjugue	_	
amaing	amener	VERcjg	conjugue	VerbForm=Fin	
amainne	amener	VERcjg	conjugue	VerbForm=Fin	
amainnent	amener	VERcjg	conjugue	VerbForm=Fin	
amaisse	aimer	VERcjg	conjugue	_	
amaladid	amaladir	VERppe	participe passe	_	
amanron	amener	VERcjg	conjugue	_	
amanrons	amener	VERcjg	conjugue	_	
amanrons	amoindrir	VERcjg	conjugue	_	
amanvet	amenuir	VERcjg	conjugue	_	
ámasá	amaser	VERcjg	conjugue	_	
ámasá	aimer	VERcjg	conjugue	_	
ámasá	amasser	VERcjg	conjugue	_	
amasseray	amasser	VERcjg	conjugue	_	
amathie	amatir	VERppe	participe passe	_	
amatid	amatir	VERcjg	conjugue	_	
amaties	amatir	VERppe	participe passe	_	
amay	aimer	VERcjg	conjugue	_	
amazias	amaser	VERcjg	conjugue	_	
amazie	amaser	VERppe	participe passe	_	
amblés	ambler	VERcjg	conjugue	_	
amblés	embler	VERcjg	conjugue	_	
ambrase	embraser	VERcjg	conjugue	_	
ambrase	embrasser	VERcjg	conjugue	_	
améd	aimer	VERppe	participe passe	_	
amedoi	amender	VERcjg	conjugue	_	
amée	aimer	VERcjg	conjugue	_	
ameerent	aimer	VERcjg	conjugue	_	
amegris	amaigrir	VERcjg	conjugue	_	
amein	amener	VERcjg	conjugue	VerbForm=Fin	
ameine	amener	VERcjg	conjugue	_	
ameinent	amener	VERcjg	conjugue	VerbForm=Fin	
ameines	amener	VERcjg	conjugue	_	
ameinet	amener	VERcjg	conjugue	VerbForm=Fin	
ameint	aimer	VERcjg	conjugue	_	
ameint	amener	VERcjg	conjugue	_	
ameir	aimer	VERinf	infinitif	VerbForm=Inf	
ameiz	aimer	VERcjg	conjugue	_	
ameiz	aimer	VERppe	participe passe	_	
amenat	amener	VERcjg	conjugue	_	
amendad	amender	VERppe	participe passe	_	
amendád	amender	VERppe	participe passe	_	
ámendassent	amender	VERcjg	conjugue	_	
amended	amender	VERcjg	conjugue	_	
amendée	amender	VERppe	participe passe	_	
amendeit	amender	VERcjg	conjugue	_	
amenderais	amender	VERppe	participe passe	_	
amendereit	amender	VERcjg	conjugue	_	
amendereit	amoindrir	VERcjg	conjugue	_	
amendereit	aveindre	VERcjg	conjugue	_	
amendon	amender	VERcjg	conjugue	_	
amendout	amender	VERcjg	conjugue	_	
amendout	amentevoir	VERcjg	conjugue	_	
amendray	amenuir	VERcjg	conjugue	_	
amendray	advenir	VERcjg	conjugue	_	
amendray	amender	VERcjg	conjugue	_	
amendrir	amoindrir	VERinf	infinitif	_	
amendrissoient	amoindrir	VERcjg	conjugue	_	
amendrist	amoindrir	VERcjg	conjugue	_	
amendriz	amoindrir	VERppe	participe passe	_	
amendum	amender	VERcjg	conjugue	_	
amenée	amener	VERppe	participe passe	_	
ameneie	amener	VERppe	participe passe	_	
ameneie	amenuir	VERppe	participe passe	_	
ameneir	amener	VERinf	infinitif	VerbForm=Inf	
ameneiz	amener	VERppe	participe passe		
amenèrent	amener	VERcjg	conjugue	_	
amenés	amener	VERppe	participe passe	VerbForm=Part|Tense=Past	
amenéz	amener	VERppe	participe passe	VerbForm=Part|Tense=Past	
amenise	amenuiser	VERppe	participe passe	_	
amenise	amenuir	VERppe	participe passe	_	
amenise	amener	VERppe	participe passe	_	
amenise	advenir	VERppe	participe passe	_	
amenissions	amener	VERcjg	conjugue	_	
amenray	amener	VERcjg	conjugue	_	
amenrist	amoindrir	VERcjg	conjugue	_	
amenteue	amentevoir	VERppe	participe passe	_	
amentut	amentevoir	VERcjg	conjugue	_	
amenuisiee	amenuiser	VERppe	participe passe	VerbForm=Part|Tense=Past	
amerat	aimer	VERcjg	conjugue	VerbForm=Fin	
ameray	aimer	VERcjg	conjugue	_	
amereit	aimer	VERcjg	conjugue	_	
amérent	aimer	VERcjg	conjugue	_	
ameroi	aimer	VERcjg	conjugue	_	
ameroy	aimer	VERcjg	conjugue	_	
ameroye	aimer	VERcjg	conjugue	_	
amerra	amener	VERcjg	conjugue	_	
amerreit	amoindrir	VERcjg	conjugue	_	
amerreit	aimer	VERcjg	conjugue	_	
amerreit	amener	VERcjg	conjugue	_	
amerreit	amarrer	VERcjg	conjugue	_	
amerreit	avérer	VERcjg	conjugue	_	
amerunt	aimer	VERcjg	conjugue	VerbForm=Fin	
amés	aimer	VERppe	participe passe	_	
amés	aimer	VERcjg	conjugue	_	
amesnez	amener	VERcjg	conjugue	_	
amesnez	aimer	VERcjg	conjugue	_	
amét	aimer	VERppe	participe passe	_	
ametoient	admettre	VERcjg	conjugue	VerbForm=Fin	
ameuet	aimer	VERcjg	conjugue	VerbForm=Fin	
ameuet	admettre	VERcjg	conjugue	_	
ameuet	amender	VERcjg	conjugue	_	
améz	aimer	VERcjg	conjugue	VerbForm=Fin	
amiez	aimer	VERcjg	conjugue	_	
amïez	aimer	VERppe	participe passe	_	
amissiés	aimer	VERcjg	conjugue	VerbForm=Fin	
amissiez	aimer	VERcjg	conjugue	_	
amist	admettre	VERcjg	conjugue	VerbForm=Fin	
amoign	amener	VERcjg	conjugue	_	
amoin	amener	VERcjg	conjugue	_	
amoin	amenuir	VERcjg	conjugue	_	
amoitiz	amoitir	VERppe	participe passe	_	
amonestéz	admonester	VERppe	participe passe	_	
amonestot	admonester	VERcjg	conjugue	VerbForm=Fin	
amonetast	admonester	VERcjg	conjugue	_	
amonnesta	admonester	VERcjg	conjugue	VerbForm=Fin	
amonnestant	admonester	VERppa	ppa	_	
amonneste	admonester	VERcjg	conjugue	_	
amonnestee	admonester	VERppe	participe passe	_	
amonnesterent	admonester	VERcjg	conjugue	_	
amonnestés	admonester	VERppe	participe passe	VerbForm=Part|Tense=Past	
amonnestoit	admonester	VERcjg	conjugue	VerbForm=Fin	
amontés	amonter	VERppe	participe passe	_	
amortie	amortir	VERppe	participe passe	_	
amot	aimer	VERcjg	conjugue	VerbForm=Fin	
amoye	aimer	VERcjg	conjugue	_	
amoyent	aimer	VERcjg	conjugue	_	
amoyne	amener	VERppe	participe passe	_	
amoyne	aimer	VERppe	participe passe	_	
ampairét	empirer	VERppe	participe passe	VerbForm=Part|Tense=Past	
amum	aimer	VERcjg	conjugue	_	
amum	avoir	VERcjg	conjugue	_	
amum	amener	VERcjg	conjugue	_	
amun	aimer	VERcjg	conjugue	_	
amun	avoir	VERcjg	conjugue	_	
amun	amener	VERcjg	conjugue	_	
amvïét	envoyer	VERppe	participe passe	VerbForm=Part|Tense=Past	
ána	avoir	VERcjg	conjugue	_	
ána	auner	VERcjg	conjugue	_	
ána	aüner	VERcjg	conjugue	_	
anatot	amatir	VERcjg	conjugue	_	
anatot	anuiter	VERcjg	conjugue	_	
anbarrent	embarrer	VERcjg	conjugue	VerbForm=Fin	
anbat	embattre	VERcjg	conjugue	VerbForm=Fin	
anbatez	embattre	VERcjg	conjugue	_	
anbati	embattre	VERcjg	conjugue	VerbForm=Fin	
anbattoiz	embattre	VERcjg	conjugue	_	
anble	embler	VERcjg	conjugue	_	
anble	ambler	VERcjg	conjugue	VerbForm=Fin	
anble	embler	VERcjg	conjugue	VerbForm=Fin	
anblent	embler	VERcjg	conjugue	VerbForm=Fin	
anblerent	ambler	VERcjg	conjugue	_	
anblerent	embler	VERcjg	conjugue	_	
anbles	embler	VERcjg	conjugue	VerbForm=Fin	
anbloit	ambler	VERcjg	conjugue	VerbForm=Fin	
anbrace	embrasser	VERcjg	conjugue	VerbForm=Fin	
anbricona	embriconner	VERcjg	conjugue	VerbForm=Fin	
anbrunchent	embroncher	VERcjg	conjugue	VerbForm=Fin	
anbuingnent	embuignier	VERcjg	conjugue	VerbForm=Fin	
ancharja	encharger	VERcjg	conjugue	_	
anciés	enquérir	VERcjg	conjugue	_	
anciés	aochier	VERcjg	conjugue	_	
anclina	encliner	VERcjg	conjugue	VerbForm=Fin	
ancline	encliner	VERcjg	conjugue	VerbForm=Fin	
anclinent	encliner	VERcjg	conjugue	VerbForm=Fin	
anclinéz	encliner	VERppe	participe passe	_	
ancoche	encocher	VERcjg	conjugue	_	
ancomance	encommencer	VERcjg	conjugue	VerbForm=Fin	
ancumbrét	encombrer	VERppe	participe passe	VerbForm=Part|Tense=Past	
ancuntret	encontrer	VERcjg	conjugue	VerbForm=Fin	
anditét	enditer	VERppe	participe passe	VerbForm=Part|Tense=Past	
andureir	endurer	VERinf	infinitif	_	
aneantie	anéantir	VERppe	participe passe	_	
aneanties	anéantir	VERcjg	conjugue	_	
anez	aller	VERcjg	conjugue	_	
anez	anet	VERcjg	conjugue		
anflame	enflammer	VERppe	participe passe	VerbForm=Fin	
anflame	enflammer	VERcjg	conjugue	VerbForm=Fin	
anfléz	enfler	VERppe	participe passe	_	
anformé	enformer	VERppe	participe passe	_	
anfreignent	enfreindre	VERcjg	conjugue	VerbForm=Fin	
anfueent	enfouir	VERcjg	conjugue	VerbForm=Fin	
anfuit	ennuyer	VERppe	participe passe	_	
anfuit	enfuir	VERppe	participe passe	_	
anfuit	enfouir	VERppe	participe passe	_	
anglutet	engloutir	VERcjg	conjugue	VerbForm=Fin	
angoisent	angoisser	VERcjg	conjugue	_	
angoiset	angoisser	VERcjg	conjugue	VerbForm=Fin	
angoisset	angoisser	VERcjg	conjugue	VerbForm=Fin	
angoissez	angoisser	VERcjg	conjugue	_	
angoissiet	angoisser	VERppe	participe passe	_	
angoissot	angoisser	VERcjg	conjugue	_	
angoule	engouler	VERcjg	conjugue	_	
angoye	ennuyer	VERcjg	conjugue	_	
angoye	envoyer	VERcjg	conjugue	_	
angreget	engréger	VERcjg	conjugue	VerbForm=Fin	
angroist	encroître	VERcjg	conjugue	VerbForm=Fin	
anguissent	angoisser	VERcjg	conjugue	VerbForm=Fin	
