	form_bfm	flp	lemma_bfm	cattex	feats_bfm	lemma_src	file_src_bfm	fl	fp
190	sermillet	sermillet_fermaillet_noun	fermaillet	NOMcom	_	DMF	regcrim1-cat	sermillet_fermaillet	sermillet_noun
191	rapporteur	rapporteur_rapporteur_noun	rapporteur	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	rapporteur_rapporteur	rapporteur_noun
192	moerium	moerium_mourir_verb	mourir	VERcjg	VerbForm=Fin	DMF	roland	moerium_mourir	moerium_verb
193	astoie	astoie_être_verb	être	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	astoie_être	astoie_verb
194	Damade	damade_damade_propn	Damade	NOMpro	_	BFM	regcrim1-cat	damade_damade	damade_propn
195	Sigebrans	sigebrans_sigobrand_propn	Sigobrand	NOMpro	_	DMF	SBath1	sigebrans_sigobrand	sigebrans_propn
196	ocira	ocira_occire_verb	occire	VERcjg	VerbForm=Fin	DMF	aucassin, brut2	ocira_occire	ocira_verb
197	jeingleor	jeingleor_janglëor_adj	janglëor	ADJqua	_	DECT	CligesKu	jeingleor_janglëor	jeingleor_adj
198	revandroies	revandroies_revenir_verb	revenir	VERcjg	VerbForm=Fin	DECT	YvainKu	revandroies_revenir	revandroies_verb
199	fieures	fieures_fièvre_noun	fièvre	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	fieures_fièvre	fieures_noun
200	Adrinople	adrinople_andrinople_propn	Andrinople	NOMpro	_	BFM	moree-cat	adrinople_andrinople	adrinople_propn
201	bailléz	bailléz_bailler_verb	bailler	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	bailléz_bailler	bailléz_verb
202	domaigié	domaigié_dommager_verb	dommager	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	domaigié_dommager	domaigié_verb
203	honnorablement	honnorablement_honorablement_adv	honorablement	ADVgen	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	honnorablement_honorablement	honnorablement_adv
204	Guivrez	guivrez_guivret_propn	Guivret	NOMpro	_	DECT	ErecKu	guivrez_guivret	guivrez_propn
205	Ysalt	ysalt_iseut_propn	Iseut	NOMpro	_	DECT	CligesKu	ysalt_iseut	ysalt_propn
206	resera	resera_rêtre_verb	rêtre	VERcjg	VerbForm=Fin	DMF	SGenPr1	resera_rêtre	resera_verb
207	remetoient	remetoient_remetre_verb	remetre	VERcjg	VerbForm=Fin	DECT	ErecKu	remetoient_remetre	remetoient_verb
208	Escocë	escocë_écosse_propn	Écosse	NOMpro	_	DMF	brut2	escocë_écosse	escocë_propn
209	cheent	cheent_choir_verb	choir	VERcjg	VerbForm=Fin	DMF	brut2, roland	cheent_choir	cheent_verb
210	doien	doien_doyen_noun	doyen	NOMcom	_	DMF	chartes_hain13	doien_doyen	doien_noun
211	miedre	miedre_meilleur_adj	meilleur	ADJqua	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	miedre_meilleur	miedre_adj
212	fauxbours	fauxbours_faubourg_noun	faubourg	NOMcom	_	DMF	regcrim1-cat	fauxbours_faubourg	fauxbours_noun
213	Merk	merk_merck_propn	Merck	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	merk_merck	merk_propn
214	preudes	preudes_prude_adj	prude	ADJqua	_	no_source	Jouvencel1_manual-seg_pos_lem	preudes_prude	preudes_adj
215	reposeir	reposeir_reposer_verb	reposer	VERinf	VerbForm=Inf	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	reposeir_reposer	reposeir_verb
216	tune	tune_tune_x	tune	ETR	Foreign=Yes	BFM	brut2	tune_tune	tune_x
217	abscisiun	abscisiun_abscision_noun	abscision	NOMcom	_	DMF	brut2	abscisiun_abscision	abscisiun_noun
218	morsiax	morsiax_morsel_noun	morsel	NOMcom	_	DECT	PercevalKu	morsiax_morsel	morsiax_noun
219	peages	peages_péage_noun	péage	NOMcom	_	DMF	moree-cat	peages_péage	peages_noun
220	Gosson	gosson_gosses_propn	Gosses	NOMpro	_	DMF	chartes_hain13	gosson_gosses	gosson_propn
221	confermee	confermee_confermer_verb	confermer	VERppe	VerbForm=Part|Tense=Past	DMF	chartes_hain13	confermee_confermer	confermee_verb
222	oicisesant	oicisesant_occire_verb	occire	VERcjg	VerbForm=Fin	DMF	passion	oicisesant_occire	oicisesant_verb
223	vendredy	vendredy_vendredi_noun	vendredi	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	vendredy_vendredi	vendredy_noun
224	Marne	marne_marne_propn	Marne	NOMpro	_	no_source	commyn1_manual_seg_lemm, grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	marne_marne	marne_propn
225	Juyfz	juyfz_juif_propn	Juif	NOMpro	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, Jouvencel1_manual-seg_pos_lem	juyfz_juif	juyfz_propn
226	preut	preut_preu_noun	preu	NOMcom	_	DMF	chartes_hain13	preut_preu	preut_noun
227	tronchons	tronchons_tronçon_noun	tronçon	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	tronchons_tronçon	tronchons_noun
228	Benoit	benoit_benoît_propn	Benoît	NOMpro	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	benoit_benoît	benoit_propn
229	empiré	empiré_empirer_verb	empirer	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	empiré_empirer	empiré_verb
230	reaulme	reaulme_royaume_noun	royaume	NOMcom	_	DMF	moree-cat	reaulme_royaume	reaulme_noun
231	acoree	acoree_acorer_verb	acorer	VERppe	VerbForm=Part|Tense=Past	DECT	PercevalKu	acoree_acorer	acoree_verb
232	fereit	fereit_faire_verb	faire	VERcjg	VerbForm=Fin	DMF	brut2, roland	fereit_faire	fereit_verb
233	obliee	obliee_oblïer_verb	oblïer	VERppe	VerbForm=Part|Tense=Past	DECT	ErecKu, PercevalKu	obliee_oblïer	obliee_verb
234	semblot	semblot_sembler_verb	sembler	VERcjg	VerbForm=Fin	DMF	brut2	semblot_sembler	semblot_verb
235	auenture	auenture_aventure_noun	aventure	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	auenture_aventure	auenture_noun
236	despitat	despitat_dépiter_verb	dépiter	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	despitat_dépiter	despitat_verb
237	mesieres	mesieres_maisière_noun	maisière	NOMcom	_	DMF	SGenPr1	mesieres_maisière	mesieres_noun
238	avalat	avalat_avaler_verb	avaler	VERcjg	VerbForm=Fin	DMF	roland	avalat_avaler	avalat_verb
239	desiréz	desiréz_désirer_verb	désirer	VERppe	VerbForm=Part|Tense=Past	no_source	commyn1_manual_seg_lemm	desiréz_désirer	desiréz_verb
240	suppristrent	suppristrent_sousprendre_verb	sousprendre	VERcjg	VerbForm=Fin	DMF	brut2	suppristrent_sousprendre	suppristrent_verb
241	eshalcie	eshalcie_exhausser_verb	exhausser	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	eshalcie_exhausser	eshalcie_verb
242	conuenance	conuenance_convenance_noun	convenance	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	conuenance_convenance	conuenance_noun
243	grantmaire	grantmaire_grammaire_noun	grammaire	NOMcom	_	DMF	regcrim1-cat	grantmaire_grammaire	grantmaire_noun
244	enseuelit	enseuelit_ensevelir_verb	ensevelir	VERppe	VerbForm=Part|Tense=Past	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	enseuelit_ensevelir	enseuelit_verb
245	reluist	reluist_reluire_verb	reluire	VERcjg	VerbForm=Fin	DMF	roland	reluist_reluire	reluist_verb
246	reluist	reluist_reluisir_verb	reluisir	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, ErecKu	reluist_reluisir	reluist_verb
247	reüsee	reüsee_rëuser_verb	rëuser	VERppe	VerbForm=Part|Tense=Past	DECT	CligesKu	reüsee_rëuser	reüsee_verb
248	ocioit	ocioit_occire_verb	occire	VERcjg	VerbForm=Fin	DMF	aucassin	ocioit_occire	ocioit_verb
249	ocioit	ocioit_ocire_verb	ocire	VERcjg	VerbForm=Fin	DECT	YvainKu	ocioit_ocire	ocioit_verb
250	escrist	escrist_escrire_verb	escrire	VERcjg	VerbForm=Fin	DECT	PercevalKu	escrist_escrire	escrist_verb
251	escrist	escrist_écrire_verb	écrire	VERcjg	VerbForm=Fin	DMF, no_source	brut2, DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	escrist_écrire	escrist_verb
252	regehit	regehit_rejehir_verb	rejehir	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	regehit_rejehir	regehit_verb
253	subtillitez	subtillitez_subtilité_noun	subtilité	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	subtillitez_subtilité	subtillitez_noun
254	redirent	redirent_raidir_verb	raidir	VERcjg	VerbForm=Fin	DMF	cambps	redirent_raidir	redirent_verb
255	Jakemart	jakemart_jacquemart_propn	Jacquemart	NOMpro	_	DMF	chartes_hain13	jakemart_jacquemart	jakemart_propn
256	bonauré	bonauré_bonheuré_adj	bonheuré	ADJqua	_	DMF	SEustPr1	bonauré_bonheuré	bonauré_adj
257	enfoirent	enfoirent_enfouir_verb	enfouir	VERcjg	VerbForm=Fin	DMF	SBath1	enfoirent_enfouir	enfoirent_verb
258	alliances	alliances_alliance_noun	alliance	NOMcom	_	no_source	commyn1_manual_seg_lemm	alliances_alliance	alliances_noun
259	Bausme	bausme_bausme_propn	Bausme	NOMpro	_	DMF	regcrim1-cat	bausme_bausme	bausme_propn
260	aucid	aucid_occire_verb	occire	VERcjg	VerbForm=Fin	DMF	passion	aucid_occire	aucid_verb
261	sabent	sabent_savoir_verb	savoir	VERcjg	VerbForm=Fin	DMF	passion	sabent_savoir	sabent_verb
262	cunquistrent	cunquistrent_conquérir_verb	conquérir	VERcjg	VerbForm=Fin	DMF, no_source	brut2, DescrEngl_fixed.tsv	cunquistrent_conquérir	cunquistrent_verb
263	Modred	modred_mordred_propn	Mordred	NOMpro	_	DMF	brut2	modred_mordred	modred_propn
264	demandascie	demandascie_demander_verb	demander	VERcjg	VerbForm=Fin	DMF	chartes_hain13	demandascie_demander	demandascie_verb
265	lèse	lèse_lèse-_verb	lèse-	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	lèse_lèse-	lèse_verb
266	evirum	evirum_environ_adv	environ	ADVgen	_	DMF	passion	evirum_environ	evirum_adv
267	luisit	luisit_luire_verb	luire	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	luisit_luire	luisit_verb
268	loigent	loigent_logier_verb	logier	VERppa	VerbForm=Part|Tense=Pres	DECT	ErecKu	loigent_logier	loigent_verb
269	anpira	anpira_empirier_verb	empirier	VERcjg	VerbForm=Fin	DECT	CligesKu	anpira_empirier	anpira_verb
270	bevrai	bevrai_boivre_verb	boivre	VERcjg	VerbForm=Fin	DECT	ErecKu	bevrai_boivre	bevrai_verb
271	Barrabánt	barrabánt_barrabas_propn	Barrabas	NOMpro	_	DMF	passion	barrabánt_barrabas	barrabánt_propn
272	juglerres	juglerres_joglëor_noun	joglëor	NOMcom	_	DECT	PercevalKu	juglerres_joglëor	juglerres_noun
273	abbeie	abbeie_abbaye_noun	abbaye	NOMcom	_	DMF	chartes_hain13	abbeie_abbaye	abbeie_noun
274	Orgaviax	orgaviax_orgeval_propn	Orgeval	NOMpro	_	DMF	SGenPr1	orgaviax_orgeval	orgaviax_propn
275	ordenet	ordenet_ordonner_verb	ordonner	VERppe	VerbForm=Part|Tense=Past	DMF	chartes_hain13	ordenet_ordonner	ordenet_verb
276	Rabaut	rabaut_rabaut_propn	Rabaut	NOMpro	_	DMF	regcrim1-cat	rabaut_rabaut	rabaut_propn
277	lenguir	lenguir_languir_verb	languir	VERinf	VerbForm=Inf	DECT	PercevalKu	lenguir_languir	lenguir_verb
278	oqoison	oqoison_ochaison_noun	ochaison	NOMcom	_	DMF	SBath1	oqoison_ochaison	oqoison_noun
279	cumpasserent	cumpasserent_compasser_verb	compasser	VERcjg	VerbForm=Fin	DMF	brut2	cumpasserent_compasser	cumpasserent_verb
280	deveingne	deveingne_devenir_verb	devenir	VERcjg	VerbForm=Fin	DECT	YvainKu	deveingne_devenir	deveingne_verb
281	sentira	sentira_sentir_verb	sentir	VERcjg	VerbForm=Fin	DECT	CligesKu	sentira_sentir	sentira_verb
282	pardre	pardre_perdre_verb	perdre	VERinf	VerbForm=Inf	DMF	SGenPr1	pardre_perdre	pardre_verb
283	senié	senié_saignier_verb	saignier	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu	senié_saignier	senié_verb
284	mervelleus	mervelleus_merveillos_adj	merveillos	ADJqua	_	DECT	CligesKu, ErecKu, PercevalKu	mervelleus_merveillos	mervelleus_adj
285	forsenee	forsenee_forcené_adj	forcené	ADJqua	_	DMF	SGenPr1	forsenee_forcené	forsenee_adj
286	nonrit	nonrit_nourrir_verb	nourrir	VERcjg	VerbForm=Fin	DMF	slethgier	nonrit_nourrir	nonrit_verb
287	passiün	passiün_passion_noun	passion	NOMcom	_	DMF	passion	passiün_passion	passiün_noun
288	reclaimet	reclaimet_réclamer_verb	réclamer	VERcjg	VerbForm=Fin	DMF	roland	reclaimet_réclamer	reclaimet_verb
289	chaïst	chaïst_choir_verb	choir	VERcjg	VerbForm=Fin	DMF	SEustPr1	chaïst_choir	chaïst_verb
290	Rogier	rogier_roger_propn	Roger	NOMpro	_	DMF	chartes_hain13	rogier_roger	rogier_propn
291	enporta	enporta_emporter_verb	emporter	VERcjg	VerbForm=Fin	DMF	SGenPr1	enporta_emporter	enporta_verb
292	duluset	duluset_doulouser_verb	doulouser	VERcjg	VerbForm=Fin	DMF	roland	duluset_doulouser	duluset_verb
293	entret	entret_entrer_verb	entrer	VERcjg	VerbForm=Fin	DMF	passion, roland	entret_entrer	entret_verb
294	Espaignes	espaignes_espagne_propn	Espagne	NOMpro	_	no_source	Jouvencel1_manual-seg_pos_lem	espaignes_espagne	espaignes_propn
295	canten	canten_chanter_verb	chanter	VERcjg	VerbForm=Fin	DMF	passion	canten_chanter	canten_verb
296	Rivière	rivière_rivière_propn	Rivière	NOMpro	_	no_source	commyn1_manual_seg_lemm	rivière_rivière	rivière_propn
297	huna	huna_une_det	une	DETcar	NumType=Card	DMF	passion	huna_une	huna_det
298	consilt	consilt_consivre_verb	consivre	VERcjg	VerbForm=Fin	DECT	PercevalKu	consilt_consivre	consilt_verb
299	ensenget	ensenget_enseigner_verb	enseigner	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	ensenget_enseigner	ensenget_verb
300	otroiee	otroiee_otroiier_verb	otroiier	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu, CligesKu, ErecKu, PercevalKu	otroiee_otroiier	otroiee_verb
301	refeussent	refeussent_rêtre_verb	rêtre	VERcjg	VerbForm=Fin	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	refeussent_rêtre	refeussent_verb
302	enploie	enploie_emploiier_verb	emploiier	VERcjg	VerbForm=Fin	DECT	YvainKu	enploie_emploiier	enploie_verb
303	aiorneuet	aiorneuet_ajourner_verb	ajourner	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	aiorneuet_ajourner	aiorneuet_verb
304	cunduirai	cunduirai_conduire_verb	conduire	VERcjg	VerbForm=Fin	DMF	roland	cunduirai_conduire	cunduirai_verb
305	cumpaignies	cumpaignies_compagnie_noun	compagnie	NOMcom	_	DMF	brut2	cumpaignies_compagnie	cumpaignies_noun
306	amytié	amytié_amitié_noun	amitié	NOMcom	_	no_source	commyn1_manual_seg_lemm	amytié_amitié	amytié_noun
307	queriez	queriez_querre_verb	querre	VERcjg	VerbForm=Fin	DECT	YvainKu	queriez_querre	queriez_verb
308	haz	haz_häir_verb	häir	VERcjg	VerbForm=Fin	DECT	PercevalKu	haz_häir	haz_verb
309	renommée	renommée_renommée_noun	renommée	NOMcom	_	no_source, DMF	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem, regcrim1-cat	renommée_renommée	renommée_noun
310	souverainneté	souverainneté_souveraineté_noun	souveraineté	NOMcom	_	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	souverainneté_souveraineté	souverainneté_noun
311	octroi	octroi_octroyer_verb	octroyer	VERcjg	VerbForm=Fin	DMF	aucassin	octroi_octroyer	octroi_verb
312	·ddextris	·ddextris_dextra_noun	dextra	NOMcom	_	DMF	passion	·ddextris_dextra	·ddextris_noun
313	oppinions	oppinions_opinion_noun	opinion	NOMcom	_	no_source, DMF	commyn1_manual_seg_lemm, regcrim1-cat	oppinions_opinion	oppinions_noun
314	bourse	bourse_bourse_noun	bourse	NOMcom	_	DMF	regcrim1-cat	bourse_bourse	bourse_noun
315	pïeted	pïeted_piété_noun	piété	NOMcom	_	DMF	passion	pïeted_piété	pïeted_noun
316	aysié	aysié_aisé_adj	aisé	ADJqua	_	DMF	moree-cat	aysié_aisé	aysié_adj
317	creencier	creencier_créancier_noun	créancier	NOMcom	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	creencier_créancier	creencier_noun
318	notonnier	notonnier_nautonier_noun	nautonier	NOMcom	_	DMF	SGenPr1	notonnier_nautonier	notonnier_noun
319	estimation	estimation_estimation_noun	estimation	NOMcom	_	no_source	commyn1_manual_seg_lemm	estimation_estimation	estimation_noun
320	Lygier	lygier_ligier_propn	Ligier	NOMpro	_	DMF	brut2	lygier_ligier	lygier_propn
321	guydant	guydant_guider_verb	guider	VERppa	VerbForm=Part|Tense=Pres	no_source	Jouvencel1_manual-seg_pos_lem	guydant_guider	guydant_verb
322	aboneir	aboneir_abonner_verb	abonner	VERinf	VerbForm=Inf	DMF	chartes_hain13	aboneir_abonner	aboneir_verb
323	posche	posche_pouvoir_verb	pouvoir	VERcjg	VerbForm=Fin	DMF	passion	posche_pouvoir	posche_verb
324	valeur	valeur_valeur_noun	valeur	NOMcom	_	no_source, DMF	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, regcrim1-cat	valeur_valeur	valeur_noun
325	plantureux	plantureux_plantureux_adj	plantureux	ADJqua	_	no_source	commyn1_manual_seg_lemm	plantureux_plantureux	plantureux_adj
326	huit	huit_huit_det	huit	DETcar	NumType=Card	no_source, DMF	commyn1_manual_seg_lemm, Jouvencel1_manual-seg_pos_lem, regcrim1-cat	huit_huit	huit_det
327	huit	huit_uit_pron	uit	PROcar	NumType=Card	DECT	CligesKu, ErecKu	huit_uit	huit_pron
328	sesi	sesi_saisir_verb	saisir	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	sesi_saisir	sesi_verb
329	Armoriche	armoriche_armorique_propn	Armorique	NOMpro	_	DMF	brut2	armoriche_armorique	armoriche_propn
330	pleisance	pleisance_plaisance_noun	plaisance	NOMcom	_	DECT	CligesKu	pleisance_plaisance	pleisance_noun
331	saillissent	saillissent_saillir_verb	saillir	VERcjg	VerbForm=Fin	no_source	commyn1_manual_seg_lemm	saillissent_saillir	saillissent_verb
332	chalut	chalut_chaloir_verb	chaloir	VERcjg	VerbForm=Fin	DECT	PercevalKu	chalut_chaloir	chalut_verb
333	creneau	creneau_créneau_noun	créneau	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	creneau_créneau	creneau_noun
334	Aleaume	aleaume_aleaume_propn	Aleaume	NOMpro	_	DMF	regcrim1-cat	aleaume_aleaume	aleaume_propn
335	cy-dessus	cy-dessus_ci-dessus_adv	ci-dessus	ADVgen	_	DMF	regcrim1-cat	cy-dessus_ci-dessus	cy-dessus_adv
336	redutet	redutet_redouter_verb	redouter	VERcjg	VerbForm=Fin	DMF	AlexisRaM	redutet_redouter	redutet_verb
337	vat	vat_aller_verb	aller	VERcjg	VerbForm=Fin	DMF	AlexisRaM	vat_aller	vat_verb
338	anfermer	anfermer_enfermer_verb	enfermer	VERinf	VerbForm=Inf	DECT	CharretteKu	anfermer_enfermer	anfermer_verb
339	presanté	presanté_presenter_verb	presenter	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu, ErecKu	presanté_presenter	presanté_verb
340	tesmonget	tesmonget_témoigner_verb	témoigner	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	tesmonget_témoigner	tesmonget_verb
341	anbloïssoit	anbloïssoit_emblöir_verb	emblöir	VERcjg	VerbForm=Fin	DECT	CligesKu	anbloïssoit_emblöir	anbloïssoit_verb
342	preudoumes	preudoumes_prudhomme_noun	prudhomme	NOMcom	_	DMF	chartes_hain13	preudoumes_prudhomme	preudoumes_noun
343	enbrunchet	enbrunchet_embroncher_verb	embroncher	VERcjg	VerbForm=Fin	DMF	roland	enbrunchet_embroncher	enbrunchet_verb
344	reconuist	reconuist_reconoistre_verb	reconoistre	VERcjg	VerbForm=Fin	DECT	PercevalKu, YvainKu	reconuist_reconoistre	reconuist_verb
345	reposeuet	reposeuet_reposer_verb	reposer	VERcjg	VerbForm=Fin	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	reposeuet_reposer	reposeuet_verb
346	produit	produit_produire_verb	produire	VERppe	VerbForm=Part|Tense=Past	no_source	Jouvencel1_manual-seg_pos_lem	produit_produire	produit_verb
347	puineient	puineient_poindre_verb	poindre	VERcjg	VerbForm=Fin	DMF	brut2	puineient_poindre	puineient_verb
348	cuysse	cuysse_cuisse_noun	cuisse	NOMcom	_	no_source	commyn1_manual_seg_lemm	cuysse_cuisse	cuysse_noun
349	inter	inter_inter_adp	inter	PRE	_	DMF	passion	inter_inter	inter_adp
350	logiez	logiez_loger_verb	loger	VERppe	VerbForm=Part|Tense=Past	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	logiez_loger	logiez_verb
351	Dieppe	dieppe_dieppe_propn	Dieppe	NOMpro	_	no_source	commyn1_manual_seg_lemm	dieppe_dieppe	dieppe_propn
352	arrive	arrive_arriver_verb	arriver	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	arrive_arriver	arrive_verb
353	envyes	envyes_envie_noun	envie	NOMcom	_	no_source	Jouvencel1_manual-seg_pos_lem	envyes_envie	envyes_noun
354	souraines	souraines_souverain_adj	souverain	ADJqua	_	DMF, no_source	DialGreg2, DialGreg2_manual-seg_pos_lem, DialGreg2_pos_lem.tsv	souraines_souverain	souraines_adj
355	conduisist	conduisist_conduire_verb	conduire	VERcjg	VerbForm=Fin	DMF	SBath1	conduisist_conduire	conduisist_verb
356	Cornualeis	cornualeis_cornouaillais_propn	Cornouaillais	NOMpro	_	DMF	brut2	cornualeis_cornouaillais	cornualeis_propn
357	pechedors	pechedors_pécheur_noun	pécheur	NOMcom	_	DMF	passion	pechedors_pécheur	pechedors_noun
358	esbruient	esbruient_esbruire_verb	esbruire	VERcjg	VerbForm=Fin	DECT	ErecKu	esbruient_esbruire	esbruient_verb
359	prensismes	prensismes_prendre_verb	prendre	VERcjg	VerbForm=Fin	no_source	Jouvencel1_manual-seg_pos_lem	prensismes_prendre	prensismes_verb
360	feissions	feissions_faire_verb	faire	VERcjg	VerbForm=Fin	no_source, DMF	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem, regcrim1-cat	feissions_faire	feissions_verb
361	tenéz	tenéz_tenir_verb	tenir	VERcjg	VerbForm=Fin	DMF	SGenPr1	tenéz_tenir	tenéz_verb
362	salveres	salveres_sauveur_noun	sauveur	NOMcom	_	DMF	cambps	salveres_sauveur	salveres_noun
363	touchiee	touchiee_toucher_verb	toucher	VERppe	VerbForm=Part|Tense=Past	DMF	SGenPr1	touchiee_toucher	touchiee_verb
364	desoresmais	desoresmais_désormais_adv	désormais	ADVgen	_	no_source	Jouvencel1_manual-seg_pos_lem	desoresmais_désormais	desoresmais_adv
365	resurreccion	resurreccion_résurrection_noun	résurrection	NOMcom	_	DMF	SEustPr1	resurreccion_résurrection	resurreccion_noun
366	boiteux	boiteux_boiteux_adj	boiteux	ADJqua	_	no_source	Jouvencel1_manual-seg_pos_lem	boiteux_boiteux	boiteux_adj
367	xvie	xvie_seizième_adj	seizième	ADJord	NumType=Ord	no_source	grchron_j2c5.tsv, grchron_j2c5_manual-seg_pos_lem	xvie_seizième	xvie_adj
368	Sesnes	sesnes_sesne_propn	Sesne	NOMpro	_	DECT	CligesKu	sesnes_sesne	sesnes_propn
369	tissuz	tissuz_tistre_verb	tistre	VERppe	VerbForm=Part|Tense=Past	DECT	CharretteKu, PercevalKu	tissuz_tistre	tissuz_verb
370	rediras	rediras_redire_verb	redire	VERcjg	VerbForm=Fin	DECT	PercevalKu	rediras_redire	rediras_verb
371	pranent	pranent_prendre_verb	prendre	VERcjg	VerbForm=Fin	DECT	CharretteKu, CligesKu, YvainKu	pranent_prendre	pranent_verb
372	Alexi	alexi_alexis_propn	Alexis	NOMpro	_	DMF	moree-cat	alexi_alexis	alexi_propn
373	revaigniez	revaigniez_revenir_verb	revenir	VERcjg	VerbForm=Fin	DECT	PercevalKu	revaigniez_revenir	revaigniez_verb
